2019/04/12 17:35:33.533	INFO	client-demo/player.go:63	connect succ	{"addr": "192.168.0.10:9876"}
2019/04/12 17:35:33.557	INFO	session/session.go:48	SendPb	{"msgName": "pblogin.LoginReq"}
2019/04/12 17:35:33.634	INFO	client-demo/player.go:168	recv	{"msgName": "pbcommon.SessionInfo", "msgValue": ""}
2019/04/12 17:35:33.634	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbcommon.SessionInfo", "msgValue": ""}
2019/04/12 17:35:33.634	INFO	client-demo/player.go:168	recv	{"msgName": "pblogin.LoginRsp", "msgValue": "Head:<Seq:1 > Code:Succ User:<UserID:33 SessionID:\"4afc0fba-3830-41ff-9920-c3b25dfa659e\" WxID:\"wx_3\" Gold:5000 Masonry:8 > "}
2019/04/12 17:35:33.635	INFO	client-demo/player.go:99	login suc	{"wxID": "wx_3", "UserId": 33}
2019/04/12 17:35:40.740	INFO	session/session.go:48	SendPb	{"msgName": "pbgame.JoinDeskReq"}
2019/04/12 17:35:40.779	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.JoinDeskRsp", "msgValue": "Head:<Seq:1 > Code:JoinDeskSucc Info:<ID:325185 CreateUserID:31 CreateTime:1555061715 ArgName:\"pbgame_mj_changshu.DeskArg\" ArgValue:\"\\n\\014\\020\\005\\030\\004 \\001*\\0000\\003@\\001\\020\\001\\030\\002 \\002(\\301\\354\\023\" Status:\"1\" GameName:\"11101\" GameID:\"localhost:9603\" Kind:DTFriend > "}
2019/04/12 17:35:40.779	INFO	client-demo/player.go:122	joindesk suc	{"wxID": "wx_3", "UserId": 33}
2019/04/12 17:35:40.779	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame_mj_changshu.GameDeskInfo", "msgValue": "game_name:\"11101\" arg:<args:<Barhead:5 PlayerCount:4 Dipiao:1 RInfo:<> PaymentType:3 LimitIP:1 > Enable:true Type:DTFriend FeeType:FTMasonry DeskID:325185 > game_status:GSWait banker_id:-1 master_uid:31 game_user:<info:<UserID:32 SessionID:\"a19632c8-1119-4685-a8be-e59c4e01b27c\" WxID:\"wx_2\" Gold:5000 Masonry:8 > chair_id:1 user_status:UDSSitDown > game_user:<info:<UserID:31 SessionID:\"853f6edf-11e6-40eb-a09b-1a4ac8b421c9\" WxID:\"wx_1\" Gold:5000 Masonry:8 > user_status:UDSSitDown > "}
2019/04/12 17:35:40.779	INFO	session/session.go:48	SendPb	{"msgName": "pbgame.SitDownReq"}
2019/04/12 17:35:40.779	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame_mj_changshu.GameDeskInfo", "msgValue": "game_name:\"11101\" arg:<args:<Barhead:5 PlayerCount:4 Dipiao:1 RInfo:<> PaymentType:3 LimitIP:1 > Enable:true Type:DTFriend FeeType:FTMasonry DeskID:325185 > game_status:GSWait banker_id:-1 master_uid:31 game_user:<info:<UserID:32 SessionID:\"a19632c8-1119-4685-a8be-e59c4e01b27c\" WxID:\"wx_2\" Gold:5000 Masonry:8 > chair_id:1 user_status:UDSSitDown > game_user:<info:<UserID:31 SessionID:\"853f6edf-11e6-40eb-a09b-1a4ac8b421c9\" WxID:\"wx_1\" Gold:5000 Masonry:8 > user_status:UDSSitDown > "}
2019/04/12 17:35:40.879	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame.SitDownRsp", "msgValue": "Head:<Seq:1 > Code:SitDownSucc "}
2019/04/12 17:35:40.879	INFO	client-demo/player.go:149	sitdown suc	{"wxID": "wx_3", "UserId": 33}
2019/04/12 17:35:40.879	INFO	client-demo/player.go:168	recv	{"msgName": "pbgame_mj_changshu.GameDeskInfo", "msgValue": "game_name:\"11101\" arg:<args:<Barhead:5 PlayerCount:4 Dipiao:1 RInfo:<> PaymentType:3 LimitIP:1 > Enable:true Type:DTFriend FeeType:FTMasonry DeskID:325185 > game_status:GSWait banker_id:-1 master_uid:31 game_user:<info:<UserID:32 SessionID:\"a19632c8-1119-4685-a8be-e59c4e01b27c\" WxID:\"wx_2\" Gold:5000 Masonry:8 > chair_id:1 user_status:UDSSitDown > game_user:<info:<UserID:33 SessionID:\"4afc0fba-3830-41ff-9920-c3b25dfa659e\" WxID:\"wx_3\" Gold:5000 Masonry:8 > chair_id:2 user_status:UDSSitDown > game_user:<info:<UserID:31 SessionID:\"853f6edf-11e6-40eb-a09b-1a4ac8b421c9\" WxID:\"wx_1\" Gold:5000 Masonry:8 > user_status:UDSSitDown > "}
2019/04/12 17:35:40.881	INFO	client-demo/player.go:198	未处理的消息	{"msgName": "pbgame_mj_changshu.GameDeskInfo", "msgValue": "game_name:\"11101\" arg:<args:<Barhead:5 PlayerCount:4 Dipiao:1 RInfo:<> PaymentType:3 LimitIP:1 > Enable:true Type:DTFriend FeeType:FTMasonry DeskID:325185 > game_status:GSWait banker_id:-1 master_uid:31 game_user:<info:<UserID:32 SessionID:\"a19632c8-1119-4685-a8be-e59c4e01b27c\" WxID:\"wx_2\" Gold:5000 Masonry:8 > chair_id:1 user_status:UDSSitDown > game_user:<info:<UserID:33 SessionID:\"4afc0fba-3830-41ff-9920-c3b25dfa659e\" WxID:\"wx_3\" Gold:5000 Masonry:8 > chair_id:2 user_status:UDSSitDown > game_user:<info:<UserID:31 SessionID:\"853f6edf-11e6-40eb-a09b-1a4ac8b421c9\" WxID:\"wx_1\" Gold:5000 Masonry:8 > user_status:UDSSitDown > "}
